token,mean_abs_contrib,mean_contrib
celebrity_homestate,0.0008922868291847408,0.0003932894323952496
celebrity_homecountry/region,0.0006522996118292212,0.000578834384214133
us_region,0.0008755250601097941,8.478036761516705e-05
continent,0.0008442744147032499,-0.0004605655267369002
partner_score_z,0.002547778422012925,0.0015523573383688927
industry_skill_z,0.005602042656391859,0.0012769147288054228
age_z,0.0077650705352425575,0.0011643547331914306
progress_z,0.031588274985551834,0.005981603637337685
popularity_z,0.014769558794796467,0.0008092374191619456
